max_hover,scroll_reversals,scroll_sample_count,has_technical_selection,loyalty_tier,label
4.3705,0,7,0,1,loyalty_recognition
1.993,2,7,0,0,none
4.5344,1,9,0,1,loyalty_recognition
8.204,1,2,1,0,technical_friction
3.882,5,8,1,0,price_hesitation
4.3456,0,1,0,1,loyalty_recognition
3.1834,8,10,0,0,price_hesitation
8.9057,3,4,0,1,loyalty_recognition
5.3907,0,1,1,1,loyalty_recognition
9.2244,0,4,1,0,technical_friction
3.2476,1,2,1,0,none
9.3055,4,5,1,0,technical_friction
6.3155,4,5,0,0,price_hesitation
0.8525,3,8,0,0,none
9.0445,5,8,1,0,technical_friction
2.9985,0,0,0,0,none
0.0684,3,7,0,0,none
7.4945,1,2,0,1,loyalty_recognition
7.0359,5,6,0,0,price_hesitation
8.2987,2,10,0,0,none
3.076,3,4,0,0,price_hesitation
7.5121,1,2,1,0,technical_friction
2.8305,0,1,1,0,price_hesitation
5.5043,2,8,0,1,loyalty_recognition
2.7723,5,6,1,0,price_hesitation
8.0215,1,2,0,1,loyalty_recognition
4.2388,2,3,1,0,technical_friction
6.9887,0,1,0,0,price_hesitation
0.8018,0,4,0,1,none
7.4754,7,9,0,0,price_hesitation
6.2869,0,1,0,0,none
1.1938,2,7,0,0,none
4.2675,7,8,1,0,technical_friction
9.0294,1,2,0,0,none
9.7028,0,0,1,0,price_hesitation
8.6813,2,3,1,0,technical_friction
6.6889,5,6,0,0,price_hesitation
6.9698,1,2,1,0,technical_friction
0.0441,0,0,1,1,none
9.4102,8,10,0,0,price_hesitation
1.4736,1,5,0,0,none
6.1446,3,5,1,1,price_hesitation
8.0838,1,6,1,1,loyalty_recognition
2.3421,4,5,0,0,price_hesitation
7.5838,4,5,0,0,price_hesitation
8.0551,7,10,0,0,price_hesitation
1.62,1,2,1,0,technical_friction
1.8594,4,8,0,0,none
9.2085,6,7,0,0,price_hesitation
2.3376,0,0,0,0,none
2.5971,0,5,0,0,none
5.9618,6,7,0,0,price_hesitation
7.0446,0,0,0,0,none
1.4716,1,2,1,0,loyalty_recognition
7.0617,1,2,0,1,loyalty_recognition
4.901,1,9,0,1,loyalty_recognition
1.0357,0,6,1,0,none
0.9566,2,4,0,0,price_hesitation
7.5947,1,3,0,1,loyalty_recognition
2.9121,2,3,1,0,none
4.4057,4,9,0,0,price_hesitation
1.0873,3,9,0,1,loyalty_recognition
8.171,0,0,0,0,none
4.5256,5,10,0,0,price_hesitation
9.9372,0,6,1,0,technical_friction
0.7775,4,5,0,1,none
9.574,2,3,1,1,loyalty_recognition
7.2939,4,5,1,0,technical_friction
2.4629,1,2,1,0,none
7.8866,1,4,1,0,technical_friction
6.1479,0,0,1,0,technical_friction
4.0149,0,1,0,0,none
0.1489,1,2,0,0,none
5.8596,1,2,0,0,none
9.4415,3,4,1,0,loyalty_recognition
4.2572,3,7,1,0,technical_friction
3.3186,0,0,1,1,loyalty_recognition
7.7189,0,1,1,0,technical_friction
4.8511,7,9,0,0,price_hesitation
9.2767,0,0,0,0,none
0.4145,6,7,0,1,none
0.5733,5,8,0,0,none
6.5846,1,2,1,1,none
5.856,1,2,1,1,loyalty_recognition
7.9581,6,10,1,0,technical_friction
6.0548,6,10,0,0,price_hesitation
0.499,0,1,1,0,none
1.6032,1,7,1,0,none
2.8099,0,1,0,1,loyalty_recognition
3.9092,2,3,0,0,none
4.4469,2,6,0,0,none
2.9967,1,3,0,0,none
4.6987,5,6,0,0,price_hesitation
4.7338,1,5,0,0,none
1.687,3,8,0,0,none
9.9743,1,2,0,0,none
4.1802,0,9,1,0,technical_friction
3.1295,2,4,1,0,none
0.7765,6,10,1,0,none
4.1409,2,7,0,0,none
9.3838,1,2,0,0,none
3.3452,6,7,0,0,price_hesitation
4.4003,0,3,0,0,none
7.349,5,6,0,0,price_hesitation
8.2645,5,6,0,0,price_hesitation
1.39,0,1,1,0,none
7.6484,6,8,0,0,price_hesitation
5.0897,1,9,0,0,none
9.1442,0,0,0,0,none
6.1075,1,2,0,1,loyalty_recognition
7.7108,4,5,0,0,price_hesitation
5.3861,0,3,0,0,none
5.1263,3,4,0,0,price_hesitation
0.0558,6,10,0,0,none
9.3948,0,0,0,0,none
9.7733,4,6,1,0,technical_friction
8.7012,3,4,0,0,price_hesitation
5.6495,7,10,0,1,loyalty_recognition
8.0446,3,6,0,0,price_hesitation
4.8455,0,0,1,0,technical_friction
2.9524,2,10,1,0,none
9.2684,0,0,0,0,none
4.4886,1,2,1,0,technical_friction
6.984,4,6,0,1,loyalty_recognition
1.4687,4,5,0,1,loyalty_recognition
7.7546,6,8,1,1,loyalty_recognition
3.9816,6,7,1,0,price_hesitation
6.1092,4,5,1,1,loyalty_recognition
0.8464,1,2,1,1,none
6.984,2,6,0,0,none
2.0413,7,9,1,0,price_hesitation
6.4896,0,0,1,0,technical_friction
2.3213,7,9,0,0,price_hesitation
6.1569,1,6,0,0,loyalty_recognition
0.0673,2,3,0,1,none
8.5042,0,1,1,0,none
4.9633,0,5,1,1,loyalty_recognition
8.3583,1,9,0,0,none
2.7093,0,6,0,0,none
4.7044,1,5,0,0,none
6.9508,2,10,0,0,none
0.9544,4,7,1,0,none
0.126,3,4,0,1,none
3.8262,0,2,1,0,none
2.787,0,0,0,1,technical_friction
3.9174,1,2,1,0,none
2.0372,2,3,0,1,technical_friction
5.0723,0,0,0,0,none
9.6495,7,8,0,1,loyalty_recognition
3.385,0,0,1,0,none
1.8647,0,1,0,0,none
6.8374,1,2,1,1,loyalty_recognition
3.6336,3,4,0,0,price_hesitation
8.2287,5,9,0,0,price_hesitation
0.7367,4,8,1,0,none
3.7096,1,2,0,1,loyalty_recognition
5.8777,0,0,0,0,none
9.8844,0,0,0,1,loyalty_recognition
1.3526,4,9,1,0,none
4.3038,1,2,1,0,technical_friction
2.7335,2,10,1,0,price_hesitation
2.8339,3,4,0,0,technical_friction
3.7989,2,3,1,0,none
1.5426,5,6,1,1,loyalty_recognition
9.5113,5,6,0,0,price_hesitation
2.6535,4,6,0,0,price_hesitation
6.3723,6,8,0,0,price_hesitation
3.9599,0,0,0,1,technical_friction
1.8574,2,3,0,0,none
1.8561,0,0,0,1,technical_friction
1.8965,1,2,1,0,none
8.6858,1,2,1,1,loyalty_recognition
6.5274,2,4,0,0,none
1.3666,2,10,1,1,loyalty_recognition
1.4935,0,9,0,0,none
6.0935,0,1,0,1,loyalty_recognition
3.9335,3,4,1,1,loyalty_recognition
4.1417,0,8,0,0,none
3.1319,8,9,0,1,loyalty_recognition
0.0242,2,6,1,1,none
7.2893,3,4,1,0,loyalty_recognition
5.7432,4,8,0,0,price_hesitation
1.4292,5,6,1,1,loyalty_recognition
6.6053,0,1,0,0,none
0.0408,0,1,0,0,none
1.6335,2,3,0,0,none
6.9608,0,1,0,0,none
4.5025,8,10,0,1,loyalty_recognition
2.7102,0,0,0,0,none
6.2353,6,9,1,0,technical_friction
3.2265,4,5,0,0,none
1.7215,6,7,1,1,loyalty_recognition
8.6157,1,4,0,0,none
4.0654,6,8,1,0,technical_friction
4.1121,0,2,0,0,none
0.304,4,9,0,1,none
1.5286,1,4,1,0,none
7.7007,4,7,0,0,price_hesitation
4.322,1,2,1,0,technical_friction
3.5377,2,8,1,0,none
4.6028,5,9,0,1,loyalty_recognition
9.3756,0,1,1,0,technical_friction
4.2936,5,10,0,0,price_hesitation
9.1476,0,1,1,0,technical_friction
0.9033,7,8,1,0,none
0.2697,1,2,1,0,none
9.7849,4,5,0,0,price_hesitation
4.2072,4,5,1,0,technical_friction
5.8103,4,5,0,0,price_hesitation
0.1689,6,7,1,1,none
6.4358,1,10,0,1,loyalty_recognition
5.8948,1,2,0,0,none
4.5412,0,0,0,1,loyalty_recognition
4.9083,6,7,0,0,price_hesitation
1.0015,4,5,0,0,none
2.2264,3,4,1,0,price_hesitation
0.5141,0,1,0,0,none
1.9845,7,8,1,0,none
6.2756,4,5,0,0,price_hesitation
9.3763,5,9,0,0,price_hesitation
7.7402,0,3,1,0,loyalty_recognition
1.6368,2,3,1,1,loyalty_recognition
2.4744,5,6,1,0,price_hesitation
9.2158,4,7,0,0,price_hesitation
6.4553,1,4,1,0,technical_friction
8.173,2,3,0,0,none
2.4136,0,3,0,0,none
7.2601,6,9,0,1,loyalty_recognition
1.739,0,0,0,0,none
1.3364,2,3,0,0,none
4.8822,0,9,1,0,technical_friction
0.6267,3,4,0,0,none
0.6648,5,9,0,0,none
9.1925,5,8,1,1,loyalty_recognition
4.6882,2,3,1,0,technical_friction
1.4882,0,1,1,0,none
5.8965,3,5,1,0,technical_friction
0.5177,5,8,0,1,none
9.4529,0,0,0,1,price_hesitation
4.5611,0,0,0,0,none
3.0119,4,5,0,0,loyalty_recognition
7.4305,0,0,1,1,loyalty_recognition
0.5423,6,8,0,0,none
3.1976,2,9,1,0,none
1.8419,0,2,0,1,loyalty_recognition
7.5751,0,1,0,0,technical_friction
1.0103,2,3,0,0,price_hesitation
8.324,4,6,1,1,loyalty_recognition
7.4542,5,9,1,0,technical_friction
3.7093,1,5,1,0,none
4.1649,0,1,0,0,none
5.816,2,5,1,0,none
6.894,2,6,0,0,price_hesitation
1.5073,0,1,0,1,loyalty_recognition
9.3401,2,3,0,0,none
6.6876,0,0,0,0,none
5.384,3,4,0,1,loyalty_recognition
1.0151,3,8,0,1,loyalty_recognition
8.1452,0,8,0,1,loyalty_recognition
4.4202,1,2,0,0,none
3.4447,3,6,0,1,loyalty_recognition
1.8152,5,6,0,0,none
3.8963,1,2,0,0,none
5.851,0,1,1,0,loyalty_recognition
6.6588,3,7,0,0,price_hesitation
9.0871,0,1,0,0,none
6.6292,0,1,1,0,technical_friction
9.1185,1,2,0,0,none
0.3298,0,1,1,1,none
2.5782,4,5,0,0,price_hesitation
9.3921,1,9,1,0,technical_friction
3.0944,0,0,1,0,none
8.6743,1,2,0,0,none
8.5108,3,4,1,0,technical_friction
4.287,1,9,1,0,technical_friction
2.8396,0,0,0,1,loyalty_recognition
3.3552,0,5,0,0,none
9.9834,1,2,0,0,none
0.65,6,7,0,0,none
9.3908,3,6,0,0,price_hesitation
3.6696,3,4,0,0,price_hesitation
6.4828,2,6,1,0,technical_friction
9.8828,0,1,1,1,price_hesitation
5.015,0,1,0,0,none
5.5221,1,2,0,0,none
1.926,4,9,1,0,none
3.1868,2,7,1,0,none
4.6436,0,3,1,0,technical_friction
9.1003,3,5,1,0,technical_friction
7.3276,2,10,0,1,loyalty_recognition
1.1541,1,2,1,0,none
2.3955,0,6,1,0,none
7.5956,0,2,0,0,none
3.5929,1,2,0,0,none
4.2038,2,3,0,0,none
9.2644,5,6,1,0,technical_friction
2.6935,6,7,0,1,loyalty_recognition
7.0944,1,4,0,0,none
8.4584,0,9,0,0,none
6.7566,3,4,1,1,loyalty_recognition
4.3508,1,2,0,1,loyalty_recognition
0.2644,0,1,0,0,none
6.845,2,9,0,0,none
7.8024,0,5,1,1,loyalty_recognition
2.2569,7,9,1,1,loyalty_recognition
5.997,0,0,0,0,price_hesitation
8.9852,0,3,1,0,technical_friction
9.6237,7,10,0,0,price_hesitation
9.7403,5,6,0,0,price_hesitation
4.0678,0,1,1,1,loyalty_recognition
6.2606,7,10,1,0,technical_friction
2.2067,1,7,1,0,none
5.3787,1,2,0,1,loyalty_recognition
5.022,5,6,0,1,loyalty_recognition
9.1935,0,2,1,0,technical_friction
3.531,5,6,1,0,price_hesitation
9.5018,4,5,1,0,technical_friction
3.6761,0,1,1,0,none
5.7859,6,9,1,0,price_hesitation
2.1551,4,10,0,1,loyalty_recognition
6.9903,3,4,0,0,price_hesitation
2.0361,8,10,1,0,price_hesitation
7.8382,6,8,1,1,loyalty_recognition
4.2286,6,7,1,0,technical_friction
5.9939,0,0,0,0,loyalty_recognition
2.7993,0,0,0,1,loyalty_recognition
6.2163,0,1,0,0,none
0.7745,4,5,0,0,none
2.8584,1,10,1,1,loyalty_recognition
3.1029,4,5,0,1,loyalty_recognition
0.3609,0,9,1,0,none
9.2784,5,6,0,1,loyalty_recognition
3.3284,3,8,0,0,price_hesitation
7.7046,2,8,1,0,technical_friction
5.4805,3,9,1,0,technical_friction
0.6963,0,5,1,1,none
8.1818,0,0,0,0,none
1.2506,0,0,0,1,loyalty_recognition
8.6503,1,2,0,0,technical_friction
2.9249,2,5,0,0,none
0.4805,1,2,1,0,none
3.488,7,10,0,0,price_hesitation
6.094,6,10,0,1,technical_friction
1.823,0,1,0,1,loyalty_recognition
0.2125,3,4,0,0,none
0.4386,2,6,0,1,none
8.6352,2,3,1,0,technical_friction
5.7046,1,7,0,0,none
8.766,0,1,0,0,none
7.7868,1,2,0,0,none
1.2854,0,0,0,0,none
7.3464,2,10,1,0,technical_friction
7.2963,3,10,0,0,none
0.6597,6,7,1,1,none
6.2164,0,3,0,0,none
3.9391,0,8,0,0,none
6.9741,3,4,0,0,price_hesitation
7.7975,0,3,0,0,none
1.3951,1,8,0,1,loyalty_recognition
6.9008,0,1,0,0,none
5.4269,2,3,0,0,none
7.8232,1,2,0,1,loyalty_recognition
8.308,0,8,0,0,none
5.3778,0,9,0,0,none
3.8018,0,0,0,0,none
3.6936,0,8,1,0,none
5.7166,1,2,0,0,none
9.77,6,8,1,0,technical_friction
6.2646,0,10,0,0,none
0.2296,5,10,1,1,none
9.047,6,10,1,0,technical_friction
4.0801,4,7,1,0,technical_friction
5.3646,5,6,0,0,price_hesitation
9.7864,3,4,1,1,loyalty_recognition
2.437,6,10,0,0,price_hesitation
4.0089,0,2,1,1,loyalty_recognition
1.9615,0,0,0,0,none
4.9002,1,2,1,0,technical_friction
0.6344,1,2,0,0,none
2.999,0,5,0,0,none
7.7178,3,10,0,0,price_hesitation
4.6072,2,4,0,0,none
1.9244,5,10,1,0,none
0.3125,2,6,0,0,none
8.3046,4,5,0,0,price_hesitation
6.55,2,6,1,0,technical_friction
3.3603,0,1,0,0,none
3.2993,8,9,1,0,price_hesitation
0.5718,3,5,0,0,none
3.7109,5,6,1,0,price_hesitation
4.3588,5,9,1,0,technical_friction
9.0325,1,5,0,1,loyalty_recognition
4.8917,2,9,1,0,technical_friction
0.0098,4,10,1,0,none
5.5495,0,0,0,0,none
3.4622,0,0,0,0,none
4.5259,0,6,1,0,none
2.976,0,1,0,1,loyalty_recognition
0.9626,0,1,0,0,none
8.7135,1,5,1,0,technical_friction
7.9609,0,2,0,0,none
3.8674,0,1,1,0,none
6.6756,0,1,0,0,none
5.1028,3,4,0,1,loyalty_recognition
9.1332,1,7,0,0,none
0.8093,0,1,0,0,none
3.6337,7,9,1,0,price_hesitation
5.8465,1,6,1,0,technical_friction
8.4607,7,8,0,0,price_hesitation
1.1045,6,7,0,0,none
8.4172,5,6,0,0,price_hesitation
6.0335,3,10,0,1,loyalty_recognition
0.6441,0,4,0,0,price_hesitation
2.8077,0,1,1,1,loyalty_recognition
7.7268,0,6,0,0,none
8.9439,7,9,0,1,price_hesitation
4.3267,3,7,0,0,price_hesitation
8.328,2,7,0,0,none
8.5295,0,9,0,0,none
1.1492,2,3,0,1,loyalty_recognition
0.3663,0,0,0,0,none
2.4267,2,10,0,0,none
9.9919,2,3,1,0,technical_friction
7.0056,1,2,0,0,technical_friction
8.9803,0,1,0,0,none
3.9516,4,9,0,1,loyalty_recognition
7.7517,0,9,0,0,none
1.7584,0,1,0,0,none
7.6043,0,1,0,1,loyalty_recognition
6.217,2,3,0,0,none
1.8026,1,2,0,0,none
7.9191,0,3,0,0,price_hesitation
0.9414,1,8,0,0,none
8.3678,0,5,0,0,none
0.6513,4,5,0,1,none
0.3893,2,4,1,0,none
9.0182,0,1,0,0,none
7.4935,2,9,1,0,technical_friction
5.6868,0,1,0,0,none
0.1624,3,9,0,0,loyalty_recognition
9.5227,3,4,0,1,loyalty_recognition
8.0837,2,4,1,0,technical_friction
8.2119,0,0,1,0,technical_friction
5.5944,5,8,0,0,price_hesitation
4.0486,0,0,0,0,none
5.2303,0,0,0,0,none
3.4022,1,2,0,0,none
4.0197,5,6,0,0,price_hesitation
4.3323,0,0,0,0,loyalty_recognition
9.0819,0,1,0,1,loyalty_recognition
9.5109,1,7,1,0,technical_friction
3.8436,4,10,1,0,price_hesitation
0.1664,4,5,0,0,none
5.6099,0,1,0,0,none
4.457,0,4,0,0,none
4.905,1,2,0,0,none
2.4937,4,10,0,0,price_hesitation
3.3346,3,9,1,0,price_hesitation
4.2246,3,4,0,1,loyalty_recognition
2.2235,6,7,1,0,price_hesitation
9.432,6,7,1,1,technical_friction
7.1286,1,2,0,0,none
9.623,2,3,0,0,none
4.2125,1,5,1,0,price_hesitation
6.2199,0,0,0,1,loyalty_recognition
8.5111,0,0,0,0,none
5.0624,2,3,0,0,none
2.0028,2,10,0,0,none
4.2142,0,1,0,0,none
0.8676,0,1,0,0,none
4.0179,0,1,0,0,none
6.4284,6,10,0,0,price_hesitation
7.1833,2,3,1,1,loyalty_recognition
8.3818,3,10,0,0,price_hesitation
2.5333,5,8,1,0,price_hesitation
4.8085,2,3,0,0,none
3.0245,1,3,0,0,none
2.6754,5,6,0,1,loyalty_recognition
5.2251,1,10,0,0,none
0.971,2,3,0,0,none
2.582,3,6,1,0,price_hesitation
8.4699,1,9,1,0,technical_friction
0.5397,0,1,1,1,none
4.4978,1,8,0,1,loyalty_recognition
7.4931,3,4,0,0,price_hesitation
3.4124,0,0,1,1,loyalty_recognition
6.1812,0,1,0,1,loyalty_recognition
6.4072,1,9,1,0,technical_friction
6.3282,5,7,0,0,price_hesitation
5.687,1,2,0,0,none
1.4577,0,0,0,0,none
3.396,2,7,1,1,loyalty_recognition
8.8458,0,10,0,1,loyalty_recognition
3.0044,4,7,0,0,price_hesitation
9.6294,3,4,1,0,technical_friction
4.428,5,6,0,0,price_hesitation
8.8472,0,1,0,1,loyalty_recognition
2.7709,1,7,0,0,none
3.2265,2,3,1,0,none
9.5703,2,3,0,0,none
3.3138,2,3,0,0,none
8.3471,4,5,0,1,loyalty_recognition
5.2694,1,2,0,1,price_hesitation
6.8151,5,6,0,0,price_hesitation
0.7935,3,5,1,0,none
2.7643,1,10,0,0,none
3.5559,1,5,0,0,none
9.1351,0,0,0,0,none
1.8369,0,1,0,0,none
5.7561,2,10,1,0,technical_friction
0.8281,8,10,0,0,none
3.4505,2,9,0,1,loyalty_recognition
6.9676,1,4,1,0,technical_friction
5.0131,0,0,0,0,none
9.4925,3,5,0,0,price_hesitation
9.4239,4,5,0,0,price_hesitation
5.6952,0,1,1,0,technical_friction
6.7759,3,4,1,0,technical_friction
6.7296,2,3,0,0,none
5.8235,0,0,1,0,technical_friction
7.2528,3,4,0,0,price_hesitation
1.4086,0,0,0,0,none
0.5377,3,6,1,1,none
4.5485,2,3,0,0,none
9.6192,4,5,1,1,loyalty_recognition
1.5165,1,2,0,0,none
8.3286,4,5,1,0,price_hesitation
3.0195,0,0,1,1,loyalty_recognition
4.0045,7,9,0,1,loyalty_recognition
0.3708,0,7,1,0,none
9.4012,4,7,0,0,price_hesitation
6.6458,6,9,0,0,price_hesitation
7.7909,2,3,0,0,none
8.5727,1,2,0,0,loyalty_recognition
3.1365,6,9,0,0,price_hesitation
0.2519,1,2,1,0,none
7.0754,0,1,0,0,none
5.8327,0,1,0,0,none
2.6385,2,10,1,1,loyalty_recognition
2.6411,4,10,0,0,price_hesitation
1.8758,0,0,1,1,loyalty_recognition
8.2553,8,10,1,0,technical_friction
1.1129,2,7,0,0,none
4.2179,7,10,0,0,price_hesitation
3.9475,0,0,1,0,none
5.743,0,0,0,0,none
3.8712,3,4,0,0,price_hesitation
6.0923,0,0,0,0,none
7.976,0,0,0,1,loyalty_recognition
1.3069,1,10,0,0,none
1.7515,3,5,1,1,loyalty_recognition
7.5673,7,8,0,0,price_hesitation
4.8002,4,5,0,1,loyalty_recognition
5.4308,1,3,0,0,none
8.0803,7,9,1,0,technical_friction
3.9216,3,8,0,0,price_hesitation
0.6064,4,6,1,0,none
5.8014,5,6,1,0,loyalty_recognition
7.2536,1,3,0,0,none
5.9435,5,9,0,0,price_hesitation
1.4986,7,9,1,0,technical_friction
5.9746,6,10,1,0,technical_friction
5.8926,1,7,0,1,loyalty_recognition
9.6684,2,10,1,1,loyalty_recognition
9.4765,4,9,0,0,price_hesitation
0.4856,4,6,1,0,none
1.6672,4,5,0,0,none
9.512,7,8,0,0,price_hesitation
4.0128,3,6,0,0,price_hesitation
0.7629,1,2,0,0,none
3.923,1,4,0,1,loyalty_recognition
7.0158,1,2,0,0,none
7.0331,0,0,0,0,none
2.9756,1,4,0,0,none
4.1505,5,7,0,1,loyalty_recognition
7.3494,2,3,1,0,technical_friction
5.3491,0,10,0,0,none
4.603,0,1,1,1,loyalty_recognition
8.4702,2,7,1,1,loyalty_recognition
5.651,0,0,0,0,none
7.5395,5,9,0,0,price_hesitation
4.5949,0,1,0,0,none
5.8282,1,2,1,0,technical_friction
6.5314,6,7,1,0,technical_friction
6.036,5,6,0,0,price_hesitation
6.4071,1,2,0,0,none
0.0948,0,1,0,0,none
8.7898,5,6,0,0,price_hesitation
9.2295,0,10,0,0,none
5.7158,0,0,0,0,none
1.2587,3,9,1,0,none
6.9354,1,7,0,1,loyalty_recognition
0.4271,2,3,0,1,none
8.4071,3,4,1,0,technical_friction
6.413,0,1,0,0,none
7.3471,5,7,0,0,price_hesitation
6.8889,1,2,0,0,none
5.1094,2,3,1,0,technical_friction
1.0147,1,2,1,0,none
1.5728,2,3,1,0,none
0.2834,0,1,0,0,none
5.8776,0,4,1,1,technical_friction
0.787,2,9,0,0,none
3.4526,0,0,0,1,loyalty_recognition
6.8858,4,9,0,0,price_hesitation
1.3146,3,4,1,0,none
3.6468,3,6,1,1,loyalty_recognition
3.585,6,10,0,0,loyalty_recognition
4.8559,7,8,0,1,price_hesitation
5.9588,0,5,0,0,none
0.1203,1,2,1,1,none
2.9038,1,2,0,0,none
7.1192,0,0,1,0,technical_friction
6.0366,5,8,1,0,technical_friction
3.7257,5,8,0,0,price_hesitation
6.2582,3,7,0,1,loyalty_recognition
6.7701,0,1,0,0,none
8.3965,0,1,1,0,technical_friction
1.4358,0,10,1,0,none
5.5056,2,3,0,0,price_hesitation
2.022,3,4,0,0,price_hesitation
9.8592,4,7,1,0,technical_friction
3.7759,1,2,1,0,none
0.3735,2,3,1,0,none
7.3658,1,4,0,0,none
0.4344,1,8,0,1,none
1.4054,5,6,0,0,loyalty_recognition
3.9289,0,1,0,1,loyalty_recognition
2.2636,0,1,0,1,loyalty_recognition
6.313,0,1,0,0,none
0.064,0,1,1,0,none
5.6786,0,1,0,0,none
8.47,2,6,0,0,none
5.1567,0,1,0,0,none
0.8592,2,3,1,1,none
0.0136,0,4,0,0,none
0.2178,0,1,0,0,none
4.738,1,2,1,0,technical_friction
2.2248,4,7,1,0,price_hesitation
1.8582,6,10,0,1,loyalty_recognition
5.3382,5,6,1,0,technical_friction
5.6143,8,10,0,0,price_hesitation
3.0994,2,3,0,0,none
7.0348,0,6,0,0,none
5.9192,4,7,1,1,loyalty_recognition
2.1112,2,3,1,1,loyalty_recognition
3.8473,5,6,1,0,price_hesitation
1.5477,7,8,0,1,loyalty_recognition
7.013,2,3,0,0,none
3.6384,1,10,0,1,loyalty_recognition
3.9314,3,6,0,0,price_hesitation
7.1735,2,4,0,0,technical_friction
1.2614,0,10,1,0,none
4.1528,7,9,1,0,technical_friction
9.1321,6,8,0,1,loyalty_recognition
9.6943,1,6,0,1,loyalty_recognition
3.9764,1,4,0,1,loyalty_recognition
1.1637,6,10,0,0,technical_friction
5.3366,6,10,0,0,price_hesitation
8.0143,6,10,0,0,price_hesitation
6.5993,0,0,0,1,loyalty_recognition
4.8148,0,7,1,0,technical_friction
8.8632,5,6,0,1,loyalty_recognition
7.2148,3,9,0,0,price_hesitation
3.9151,0,7,1,0,price_hesitation
7.3028,1,2,1,0,technical_friction
7.4312,2,8,0,1,loyalty_recognition
5.217,1,3,1,0,technical_friction
1.8389,2,7,1,0,none
4.2988,2,3,1,1,loyalty_recognition
9.57,0,1,0,0,none
7.1001,1,2,0,1,loyalty_recognition
1.3464,2,3,1,0,none
6.3974,2,3,1,1,loyalty_recognition
1.1186,5,6,1,0,none
0.1886,0,1,0,0,none
2.8739,4,5,1,0,price_hesitation
2.9572,0,1,1,0,none
4.0795,6,9,1,0,technical_friction
6.4792,4,10,1,0,loyalty_recognition
5.0654,2,6,0,0,none
2.5473,4,5,0,0,price_hesitation
9.9165,2,3,0,0,none
7.9345,6,9,0,0,price_hesitation
6.8283,0,1,1,0,technical_friction
5.3061,0,7,0,1,loyalty_recognition
0.6079,3,8,1,0,none
1.0583,0,1,0,0,loyalty_recognition
8.8386,2,9,0,0,none
5.1336,8,10,0,0,price_hesitation
7.28,3,4,1,0,technical_friction
8.2834,2,6,0,0,none
7.3363,2,3,0,0,none
9.6613,4,5,0,0,price_hesitation
0.3894,0,3,0,0,none
0.9392,3,10,1,1,none
9.5394,0,5,0,1,loyalty_recognition
4.586,4,5,0,0,price_hesitation
7.9221,0,5,0,0,none
0.4095,0,1,1,1,none
9.3335,4,5,0,0,price_hesitation
4.1848,0,0,0,1,loyalty_recognition
1.5382,1,2,0,0,none
5.5746,3,5,0,0,price_hesitation
4.9842,4,8,0,1,loyalty_recognition
6.6069,1,2,0,0,none
3.7452,0,5,0,0,none
3.4076,0,1,1,1,loyalty_recognition
6.116,6,7,0,0,price_hesitation
9.1986,2,10,1,0,technical_friction
4.5403,0,0,1,0,technical_friction
4.91,7,8,0,0,loyalty_recognition
3.6567,5,9,1,0,price_hesitation
2.1752,7,8,0,0,price_hesitation
4.5376,1,2,1,0,loyalty_recognition
8.9358,1,10,0,0,none
7.949,0,1,0,0,none
3.6768,0,1,0,0,none
7.6097,2,4,0,0,none
0.856,8,9,0,0,none
2.2609,5,6,0,0,price_hesitation
0.005,7,10,1,1,none
6.7458,7,9,0,0,price_hesitation
6.1553,2,4,1,1,loyalty_recognition
3.6639,2,3,0,0,none
5.7343,7,10,0,1,loyalty_recognition
2.7287,0,9,0,1,loyalty_recognition
4.3673,1,2,0,1,loyalty_recognition
9.0136,0,1,0,0,none
9.6216,3,4,0,0,none
1.1778,3,10,1,0,none
6.627,0,2,1,0,technical_friction
8.6974,6,7,0,0,price_hesitation
5.4764,3,4,0,0,price_hesitation
8.0061,2,9,0,0,none
2.356,0,0,0,0,none
1.3619,3,9,0,0,none
1.1088,3,4,1,0,none
8.0332,1,2,0,1,loyalty_recognition
6.1329,0,8,0,0,none
1.7626,7,10,1,0,none
0.4749,5,6,1,0,none
6.2848,7,8,1,1,loyalty_recognition
1.5632,4,8,0,1,loyalty_recognition
9.1796,2,3,0,0,none
1.3618,5,8,1,1,loyalty_recognition
1.82,3,8,0,0,none
6.4432,0,0,1,1,loyalty_recognition
5.3074,7,9,1,0,technical_friction
3.4218,3,4,0,0,price_hesitation
5.5792,0,1,0,0,price_hesitation
8.6945,3,7,0,0,price_hesitation
2.2826,1,2,0,1,loyalty_recognition
5.3466,0,7,1,0,technical_friction
4.2175,0,0,0,0,none
5.9464,0,3,1,0,technical_friction
6.9381,2,3,0,0,none
8.9109,1,8,1,0,technical_friction
4.91,7,8,1,0,technical_friction
2.3999,6,10,1,0,price_hesitation
8.9422,7,8,1,0,technical_friction
3.8572,4,9,0,1,loyalty_recognition
0.0961,1,2,0,0,none
7.9722,0,1,0,0,none
4.782,0,5,0,0,none
1.5386,3,4,1,0,none
7.1005,1,7,1,0,technical_friction
1.1597,0,1,1,1,technical_friction
2.0382,0,1,1,0,technical_friction
1.6276,0,8,0,0,none
5.9009,2,8,1,1,loyalty_recognition
9.917,0,1,1,0,technical_friction
5.6318,1,9,0,0,none
2.635,4,5,1,0,price_hesitation
8.5966,2,7,1,0,technical_friction
8.5278,0,0,0,0,none
